label,area,mean_intensity,integrated_density,filename,age,channel,region
125,60.0,192.11666666666667,11527.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
126,68.0,212.5,14450.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
127,31.0,252.51612903225808,7828.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
128,174.0,236.35632183908046,41126.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
129,7.0,168.28571428571428,1178.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
130,112.0,211.04464285714286,23637.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
131,8.0,224.625,1797.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
132,71.0,224.01408450704224,15905.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
133,46.0,244.3695652173913,11241.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
134,162.0,228.0679012345679,36947.0,F656_ARC _B3_slice6-Ort.czi,old,pomc,lower
1,110.0,243.73636363636365,26811.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
2,123.0,238.0487804878049,29280.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
3,121.0,233.2396694214876,28222.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
4,123.0,231.1382113821138,28430.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
5,100.0,250.76,25076.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
6,157.0,240.77707006369425,37802.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
7,14.0,170.0,2380.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
8,69.0,247.8985507246377,17105.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
9,106.0,188.30188679245282,19960.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
10,83.0,245.81927710843374,20403.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
11,207.0,237.8695652173913,49239.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
12,108.0,243.03703703703704,26248.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
13,90.0,247.42222222222222,22268.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
14,85.0,240.74117647058824,20463.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
15,227.0,243.51101321585904,55277.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
16,119.0,245.0420168067227,29160.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
17,84.0,236.64285714285714,19878.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
18,71.0,225.04225352112675,15978.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
19,121.0,237.68595041322314,28760.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
20,143.0,243.3146853146853,34794.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
21,149.0,243.56375838926175,36291.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
22,107.0,247.61682242990653,26495.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
23,205.0,242.32682926829267,49677.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
24,185.0,244.43243243243242,45220.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
25,94.0,236.7127659574468,22251.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
26,96.0,248.39583333333334,23846.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
27,30.0,181.1,5433.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
28,39.0,231.71794871794873,9037.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
29,157.0,234.12101910828025,36757.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
30,76.0,226.18421052631578,17190.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
31,145.0,242.02758620689656,35094.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
32,132.0,246.56060606060606,32546.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
33,113.0,223.26548672566372,25229.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
34,109.0,243.06422018348624,26494.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
35,17.0,204.35294117647058,3474.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
36,193.0,244.03626943005182,47099.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
37,16.0,245.125,3922.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
38,99.0,243.15151515151516,24072.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
39,47.0,247.0212765957447,11610.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
40,217.0,232.80645161290323,50519.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
41,7.0,204.85714285714286,1434.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
42,400.0,239.305,95722.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
