label,area,mean_intensity,integrated_density,filename,age,channel,region
36,1.0,237.0,237.0,J995_ARC _B4_slice7-Ort.czi,adult,gal,upper
37,1.0,126.0,126.0,J995_ARC _B4_slice7-Ort.czi,adult,gal,upper
38,23.0,162.2608695652174,3732.0000000000005,J995_ARC _B4_slice7-Ort.czi,adult,gal,upper
1,85.0,74.25882352941177,6312.000000000001,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
2,5.0,63.8,319.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
3,14.0,101.71428571428571,1424.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
4,18.0,70.16666666666667,1263.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
5,20.0,151.45,3029.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
6,1.0,43.0,43.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
7,1.0,80.0,80.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
8,1.0,24.0,24.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
9,2.0,78.0,156.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
10,110.0,77.36363636363636,8510.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
11,23.0,88.3913043478261,2033.0000000000002,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
12,16.0,59.875,958.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
13,1.0,102.0,102.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
14,4.0,66.0,264.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
15,2.0,68.5,137.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
16,1.0,44.0,44.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
17,110.0,96.15454545454546,10577.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
18,4.0,60.5,242.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
19,137.0,92.7080291970803,12701.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
20,5.0,142.8,714.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
21,12.0,55.0,660.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
22,25.0,139.04,3476.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
23,96.0,164.46875,15789.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
24,15.0,69.0,1035.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
25,56.0,146.41071428571428,8199.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
26,1.0,87.0,87.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
27,13.0,88.3076923076923,1148.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
28,57.0,75.84210526315789,4323.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
29,7.0,90.85714285714286,636.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
30,6.0,70.33333333333333,422.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
31,18.0,95.5,1719.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
32,2.0,47.0,94.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
33,37.0,102.62162162162163,3797.0000000000005,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
34,5.0,64.8,324.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
35,6.0,99.16666666666667,595.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
36,95.0,183.67368421052632,17449.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
37,17.0,87.11764705882354,1481.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
38,3.0,78.0,234.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
39,1.0,56.0,56.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
40,4.0,73.75,295.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
41,162.0,232.0493827160494,37592.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
42,10.0,81.4,814.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
43,1.0,84.0,84.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
44,9.0,67.66666666666667,609.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
45,3.0,73.33333333333333,220.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
46,3.0,71.66666666666667,215.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
47,104.0,101.53846153846153,10560.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
48,5.0,131.6,658.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
49,3.0,39.333333333333336,118.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
50,28.0,93.82142857142857,2627.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
51,15.0,56.86666666666667,853.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
52,19.0,62.578947368421055,1189.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
53,3.0,85.0,255.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
54,2.0,74.5,149.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
55,54.0,87.31481481481481,4715.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
56,20.0,81.35,1627.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
57,1.0,66.0,66.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
58,9.0,62.55555555555556,563.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
59,87.0,92.62068965517241,8058.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
60,1.0,116.0,116.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
61,69.0,111.66666666666667,7705.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
62,1.0,25.0,25.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
63,34.0,97.1470588235294,3303.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
64,8.0,62.625,501.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
65,17.0,74.17647058823529,1261.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
66,10.0,62.4,624.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
67,81.0,85.93827160493827,6960.999999999999,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
68,48.0,72.41666666666667,3476.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
69,13.0,82.3076923076923,1070.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
70,30.0,83.13333333333334,2494.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
71,9.0,63.0,567.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
72,20.0,69.3,1386.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
73,9.0,89.0,801.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
74,14.0,72.5,1015.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
75,75.0,149.53333333333333,11215.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
76,20.0,68.25,1365.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
77,6.0,75.5,453.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
78,15.0,87.93333333333334,1319.0,J995_ARC_xxx_slice1-Ort.czi,adult,gal,upper
1,55.0,163.4,8987.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
2,53.0,183.54716981132074,9728.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
3,43.0,166.1627906976744,7145.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
4,58.0,182.72413793103448,10598.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
5,20.0,188.0,3760.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
6,24.0,151.04166666666666,3625.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
7,56.0,229.64285714285714,12860.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
8,9.0,171.33333333333334,1542.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
9,1.0,97.0,97.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
10,122.0,200.672131147541,24482.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
11,113.0,208.90265486725664,23606.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
12,74.0,235.9189189189189,17458.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
13,63.0,211.36507936507937,13316.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
14,62.0,223.38709677419354,13850.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
15,87.0,240.05747126436782,20885.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
16,48.0,198.08333333333334,9508.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
17,72.0,191.66666666666666,13800.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
18,138.0,219.44927536231884,30284.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
19,41.0,201.4390243902439,8259.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
20,43.0,224.46511627906978,9652.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
21,9.0,167.33333333333334,1506.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
22,14.0,163.78571428571428,2293.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
23,77.0,179.4805194805195,13820.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
24,75.0,192.84,14463.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
25,64.0,230.96875,14782.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
26,14.0,215.71428571428572,3020.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
27,155.0,225.88387096774193,35012.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
28,75.0,217.30666666666667,16298.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
29,63.0,225.71428571428572,14220.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
30,85.0,225.48235294117646,19166.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
31,6.0,187.16666666666666,1123.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
32,60.0,198.53333333333333,11912.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
33,75.0,207.74666666666667,15581.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
34,2.0,229.5,459.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
35,4.0,136.25,545.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
36,99.0,228.94949494949495,22666.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
37,124.0,233.9758064516129,29013.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
38,4.0,180.0,720.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
39,64.0,206.84375,13238.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
40,64.0,212.609375,13607.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
41,97.0,240.55670103092783,23334.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
42,29.0,154.48275862068965,4480.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
43,75.0,152.54666666666665,11440.999999999998,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
44,13.0,160.84615384615384,2091.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
45,79.0,231.46835443037975,18286.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
46,104.0,239.3653846153846,24894.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
47,8.0,152.125,1217.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
48,13.0,159.07692307692307,2068.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
49,42.0,151.54761904761904,6365.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
50,54.0,187.0,10098.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
51,56.0,223.625,12523.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
52,65.0,204.4923076923077,13292.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
53,25.0,200.8,5020.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
54,104.0,214.94230769230768,22354.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
55,111.0,218.85585585585585,24293.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
56,164.0,211.95731707317074,34761.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
57,58.0,161.10344827586206,9344.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
58,57.0,180.28070175438597,10276.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
59,131.0,224.08396946564886,29355.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
60,16.0,141.1875,2259.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
61,7.0,227.0,1589.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
62,5.0,129.0,645.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
63,40.0,166.75,6670.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
64,87.0,233.60919540229884,20324.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
65,31.0,232.74193548387098,7215.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
66,20.0,173.75,3475.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
67,64.0,206.875,13240.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
68,18.0,173.05555555555554,3115.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
69,268.0,201.33955223880596,53959.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
70,64.0,235.5625,15076.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
71,126.0,236.76984126984127,29833.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
72,95.0,199.43157894736842,18946.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
